Word,negative,positive,neutral,norm_valence
sentimentalized,1.1,1.22066,"[3, 0, 2, 0, 1, 3, 2, 0, 0, 0]",0.6375
hesitater,-1.4,0.66332,"[-1, -1, -1, -1, -1, -2, -1, -3, -2, -1]",0.325
provoke,-1.7,0.64031,"[-2, -2, -1, -1, -1, -2, -2, -1, -3, -2]",0.2875
scarecrows,-0.7,1.1,"[2, 0, -1, -1, -1, -2, -1, -2, 0, -1]",0.4125
popularizations,0.9,0.7,"[1, 1, 1, 0, 2, 0, 1, 1, 2, 0]",0.6125
hesitates,-1.4,0.4899,"[-1, -1, -1, -2, -1, -2, -1, -2, -2, -1]",0.325
sorrows,-1.6,0.66332,"[-1, -1, -2, -1, -2, -2, -1, -2, -1, -3]",0.3
boldness,1.5,1.0247,"[0, 1, 3, 1, 2, 0, 3, 1, 2, 2]",0.6875
sin,-2.6,0.8,"[-2, -4, -3, -2, -2, -2, -4, -3, -2, -2]",0.175
hopefully,1.7,0.78102,"[1, 3, 1, 3, 1, 2, 1, 1, 2, 2]",0.7125
intimidate,-0.8,1.46969,"[-1, -2, -2, -2, -2, -1, 2, 1, 1, -2]",0.4
favourers,1.6,0.66332,"[2, 2, 1, 0, 2, 2, 1, 2, 2, 2]",0.7
dangerous,-2.1,0.3,"[-2, -3, -2, -2, -2, -2, -2, -2, -2, -2]",0.2375
unintelligent,-2.0,1.18322,"[-1, -2, -3, -1, -1, -4, -1, -1, -4, -2]",0.25
speculative,0.4,1.11355,"[1, -1, 1, 0, -1, -1, 1, 2, 2, 0]",0.55
problematics,-1.3,1.1,"[0, -1, -1, 0, -2, -1, -4, -1, -2, -1]",0.3375
offended,-1.0,1.41421,"[-2, -2, -2, -2, -1, 0, -2, 2, 1, -2]",0.375
wept,-2.0,1.09545,"[-3, -2, -3, -3, -1, -3, 0, -1, -1, -3]",0.25
cleverest,2.6,0.91652,"[4, 3, 2, 2, 4, 3, 2, 1, 2, 3]",0.825
sicken,-1.9,0.7,"[-2, -3, -1, -3, -1, -1, -2, -2, -2, -2]",0.2625
trite,-0.8,0.4,"[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1]",0.4
surpriser,0.6,0.66332,"[2, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0.575
stealer,-1.7,0.78102,"[-2, -2, -1, -2, -3, -1, -2, -2, -2, 0]",0.2875
lowlier,-1.7,0.78102,"[-2, -2, -2, -3, -1, -2, -2, -1, 0, -2]",0.2875
impressure,0.6,1.0198,"[-1, 0, 0, 0, 0, 2, 0, 2, 1, 2]",0.575
fighter,0.6,1.11355,"[3, 0, 0, -1, 1, 0, 1, 0, 2, 0]",0.575
lameness,-0.8,1.07703,"[-2, -2, -1, -1, -1, 0, 2, -1, -1, -1]",0.4
creating,1.2,1.249,"[0, 0, 0, 0, 4, 1, 1, 2, 2, 2]",0.65
mirthful,2.7,0.45826,"[3, 3, 3, 2, 3, 3, 3, 2, 3, 2]",0.8375
derailed,-1.4,0.66332,"[-1, -2, -2, 0, -1, -1, -2, -1, -2, -2]",0.325
supremos,1.3,0.78102,"[0, 2, 2, 1, 0, 2, 2, 1, 2, 1]",0.6625
distraction,-1.6,0.66332,"[-1, -2, -2, -1, -1, -3, -1, -1, -2, -2]",0.3
comedienne,0.6,0.66332,"[0, 2, 1, 0, 1, 1, 0, 1, 0, 0]",0.575
advantaging,1.6,0.66332,"[3, 1, 1, 2, 1, 1, 2, 2, 2, 1]",0.7
debt,-1.5,1.0247,"[-2, -1, -2, -3, 1, -2, -2, -1, -1, -2]",0.3125
value,1.4,1.11355,"[2, 3, 0, 1, 1, 3, 0, 2, 0, 2]",0.675
oppressed,-2.1,0.53852,"[-2, -2, -2, -1, -2, -2, -3, -2, -2, -3]",0.2375
chaos,-2.7,0.9,"[-2, -2, -3, -1, -4, -3, -3, -2, -3, -4]",0.16249999999999998
gained,1.6,0.66332,"[2, 1, 2, 1, 1, 3, 2, 1, 2, 1]",0.7
strong,2.3,0.78102,"[3, 2, 3, 3, 1, 1, 3, 2, 2, 3]",0.7875
nurturant,1.7,0.78102,"[2, 1, 3, 2, 2, 2, 2, 1, 0, 2]",0.7125
vital,1.2,1.46969,"[-3, 2, 1, 1, 2, 2, 1, 2, 2, 2]",0.65
surefire,1.0,0.7746,"[1, 1, 0, 2, 2, 1, 0, 1, 2, 0]",0.625
homesicknesses,-1.8,0.6,"[-1, -2, -2, -2, -1, -2, -1, -2, -3, -2]",0.275
creativeness,1.8,1.07703,"[3, 2, 1, 0, 2, 2, 2, 0, 3, 3]",0.725
lamellae,-0.1,0.3,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]",0.4875
trapped,-2.4,0.91652,"[-3, -2, -3, -1, -3, -1, -2, -2, -4, -3]",0.2
lowse,-0.7,0.78102,"[0, -1, 1, -1, -1, -1, 0, -1, -2, -1]",0.4125
supportive,1.2,0.4,"[1, 1, 1, 1, 1, 2, 2, 1, 1, 1]",0.65
criticize,-1.6,1.0198,"[-2, -1, 0, -2, -1, -3, 0, -3, -2, -2]",0.3
expands,0.4,0.66332,"[0, 1, 0, 0, 0, 0, 0, 0, 2, 1]",0.55
fuckers,-2.9,0.9434,"[-3, -3, -4, -3, -4, -4, -2, -1, -2, -3]",0.1375
amortization,0.6,1.0198,"[0, 0, 0, 0, 1, 0, 0, 0, 3, 2]",0.575
passive,0.8,1.46969,"[4, 1, 1, 0, -2, 0, 1, 1, 2, 0]",0.6
commit,1.2,0.87178,"[1, 0, 2, 2, 0, 0, 2, 2, 1, 2]",0.65
crisis,-3.1,0.7,"[-3, -2, -4, -3, -3, -2, -4, -4, -3, -3]",0.11249999999999999
combat,-1.4,1.0198,"[0, -2, 0, -2, -2, -2, -1, -3, 0, -2]",0.325
killick,0.1,0.3,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.5125
foehns,0.2,0.4,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.525
murderees,-3.1,0.7,"[-2, -4, -3, -4, -3, -2, -3, -3, -4, -3]",0.11249999999999999
complainer,-1.8,0.4,"[-2, -2, -2, -2, -1, -2, -2, -2, -1, -2]",0.275
weakling,-1.3,1.00499,"[-1, -2, -1, -3, -2, -2, -1, -1, 1, -1]",0.3375
amusable,0.7,1.18743,"[2, 1, 1, 1, 1, 1, 2, -2, -1, 1]",0.5875
compassionated,1.6,0.66332,"[3, 1, 2, 2, 1, 2, 2, 1, 1, 1]",0.7
damnified,-2.8,0.9798,"[-1, -3, -3, -2, -2, -3, -4, -4, -2, -4]",0.15000000000000002
chuckleheads,-1.1,0.9434,"[-1, -2, 0, -1, -1, -3, 0, 0, -2, -1]",0.3625
faultily,-2.0,0.89443,"[-2, -2, -2, -3, -2, -1, 0, -3, -2, -3]",0.25
sincerities,1.5,0.67082,"[2, 1, 1, 1, 1, 1, 3, 2, 2, 1]",0.6875
dulls,-1.0,0.44721,"[-1, -1, -1, -1, -1, -1, 0, -1, -1, -2]",0.375
refused,-1.2,0.74833,"[0, -1, -1, -1, -1, -1, -2, -1, -3, -1]",0.35
cutely,1.3,1.00499,"[3, 1, 1, 2, 2, 1, 1, 2, -1, 1]",0.6625
betrayal,-2.8,0.74833,"[-3, -4, -4, -2, -3, -2, -3, -3, -2, -2]",0.15000000000000002
relievo,1.3,1.00499,"[0, 2, 1, 2, 2, -1, 2, 2, 2, 1]",0.6625
disillusionment,-1.7,0.78102,"[-1, -3, -2, -3, -1, -2, -2, -1, -1, -1]",0.2875
defeatures,-1.5,1.20416,"[-3, -2, -3, 0, -1, -1, -2, 0, -3, 0]",0.3125
youthful,1.3,0.45826,"[1, 2, 1, 2, 1, 1, 1, 1, 2, 1]",0.6625
determinantal,-0.3,1.41774,"[0, 0, 0, -4, 0, -1, 0, 0, 2, 0]",0.4625
direful,-3.1,0.83066,"[-3, -3, -3, -3, -4, -1, -4, -3, -4, -3]",0.11249999999999999
innocent,1.4,1.2,"[1, -1, 2, 2, 2, 0, 1, 3, 3, 1]",0.675
farce,-1.7,0.45826,"[-2, -2, -1, -2, -2, -1, -1, -2, -2, -2]",0.2875
evils,-2.7,0.78102,"[-3, -2, -2, -4, -4, -2, -3, -2, -3, -2]",0.16249999999999998
wow,2.8,0.9798,"[2, 3, 2, 4, 4, 3, 3, 2, 1, 4]",0.85
heavenliness,2.7,0.9,"[3, 2, 1, 4, 3, 2, 3, 4, 3, 2]",0.8375
helpfully,2.3,0.9,"[1, 2, 2, 3, 2, 3, 3, 2, 4, 1]",0.7875
damn,-1.7,0.64031,"[-2, -1, -2, -1, -1, -3, -1, -2, -2, -2]",0.2875
beautify,2.3,0.45826,"[2, 3, 3, 2, 2, 3, 2, 2, 2, 2]",0.7875
fatal,-2.5,1.62788,"[-2, -3, -3, -4, -3, -3, 2, -4, -2, -3]",0.1875
cutesier,1.5,1.20416,"[3, -1, 2, 1, 1, 2, 2, 3, 0, 2]",0.6875
warmish,1.4,0.66332,"[1, 3, 2, 1, 1, 1, 1, 2, 1, 1]",0.675
prospect,1.2,0.87178,"[1, 3, 1, 0, 2, 2, 1, 0, 1, 1]",0.65
steadfast,1.0,1.0,"[0, 0, 2, 1, 1, 2, 3, 0, 1, 0]",0.625
dynamically,1.5,1.0247,"[2, 0, 3, 2, 0, 0, 2, 2, 2, 2]",0.6875
freedwoman,1.6,1.74356,"[3, 2, 0, 4, 4, 3, 1, -1, 0, 0]",0.7
amorphousness,0.3,0.45826,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",0.5375
bitchery,-2.7,1.18743,"[-2, -2, -4, -2, -4, -4, -1, -1, -3, -4]",0.16249999999999998
suspiciously,-1.7,0.45826,"[-2, -2, -1, -2, -1, -2, -2, -1, -2, -2]",0.2875
hail,0.3,0.9,"[0, 0, 0, 2, 0, 0, 2, 0, -1, 0]",0.5375
impressed,2.1,0.3,"[2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",0.7625
tenderly,1.8,0.74833,"[2, 1, 2, 1, 3, 2, 1, 2, 3, 1]",0.725
numbness,-1.1,0.7,"[-1, -1, -2, -1, -1, -2, -1, 0, -2, 0]",0.3625
lowballs,-1.2,0.74833,"[-1, -1, -1, -1, -3, -1, -2, 0, -1, -1]",0.35
vindicating,-1.1,1.97231,"[-3, -2, 2, -3, -2, 1, 1, 1, -3, -3]",0.3625
efficiency,1.5,0.5,"[2, 1, 2, 2, 1, 2, 1, 1, 2, 1]",0.6875
nerdy,-0.2,1.249,"[-1, -1, -1, 3, 0, 0, 0, 0, -2, 0]",0.475
shamed,-2.6,0.4899,"[-2, -3, -3, -2, -3, -3, -3, -2, -2, -3]",0.175
energising,1.9,0.7,"[2, 3, 1, 2, 2, 3, 2, 1, 1, 2]",0.7375
abusers,-2.6,1.0198,"[-2, -3, -3, -3, -3, -2, -3, -4, -3, 0]",0.175
ecstatics,2.9,0.83066,"[1, 3, 4, 4, 3, 3, 3, 2, 3, 3]",0.8625
libertarians,0.1,0.83066,"[0, 0, 1, 0, 0, -1, -1, 0, 2, 0]",0.5125
trickers,-1.4,0.66332,"[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]",0.325
heroizes,2.2,0.9798,"[1, 3, 2, 3, 4, 3, 2, 1, 2, 1]",0.775
unlovable,-2.7,0.9,"[-4, -2, -1, -3, -3, -3, -4, -2, -3, -2]",0.16249999999999998
keenest,1.9,0.83066,"[3, 3, 1, 1, 3, 2, 2, 1, 2, 1]",0.7375
adventure,1.3,0.45826,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 2]",0.6625
retained,0.1,0.7,"[-1, 1, 1, 1, 0, -1, 0, 0, 0, 0]",0.5125
winnowing,-0.1,0.53852,"[0, 0, -1, 0, 0, 0, 0, 1, -1, 0]",0.4875
peacefulness,2.1,0.83066,"[3, 2, 1, 2, 3, 1, 3, 3, 1, 2]",0.7625
abhorrent,-3.1,1.3,"[-4, -4, -4, -2, 0, -4, -2, -3, -4, -4]",0.11249999999999999
surefooted,1.9,0.83066,"[0, 3, 2, 2, 2, 2, 1, 2, 3, 2]",0.7375
optimisations,1.8,0.6,"[3, 1, 1, 2, 1, 2, 2, 2, 2, 2]",0.725
desirable,1.3,0.45826,"[2, 1, 1, 1, 1, 1, 1, 2, 2, 1]",0.6625
fatalists,-1.2,0.87178,"[0, -2, -1, -2, -1, 0, -1, -1, -3, -1]",0.35
perplexed,-1.3,0.64031,"[-1, -1, -2, -1, -1, -1, 0, -2, -2, -2]",0.3375
grouches,-0.9,1.13578,"[-2, -1, -2, -1, -1, -1, -1, 2, 0, -2]",0.3875
lousing,-1.1,0.9434,"[-3, 0, 0, 0, -1, -2, -1, -2, -1, -1]",0.3625
falling,-0.6,1.8,"[-2, -2, -1, 0, -1, 3, -3, 2, 0, -2]",0.425
appreciativeness,1.6,0.8,"[2, 1, 1, 2, 1, 1, 3, 3, 1, 1]",0.7
repressible,-1.5,0.92195,"[-1, -2, -3, -1, 0, -1, -3, -1, -2, -1]",0.3125
surprisal,1.5,0.80623,"[3, 1, 1, 2, 1, 2, 2, 1, 2, 0]",0.6875
cheerleader,0.9,0.9434,"[1, 1, 0, 2, 1, 0, 0, 1, 0, 3]",0.6125
warfare,-1.2,1.16619,"[-2, 0, -1, -2, 0, -3, 1, -2, -2, -1]",0.35
partyer,1.2,1.07703,"[1, 3, 1, 0, 1, 0, 2, 1, 3, 0]",0.65
enlightens,1.7,1.00499,"[2, 1, 1, 1, 1, 2, 4, 1, 3, 1]",0.7125
insipid,-2.0,0.7746,"[-1, -2, -2, -1, -3, -3, -3, -2, -2, -1]",0.25
shocker,-0.6,1.49666,"[-2, -1, 3, -1, 0, -3, -1, 0, -1, 0]",0.425
triumphalist,0.5,1.20416,"[1, 1, 2, 2, -1, -2, 0, 1, 0, 1]",0.5625
strongly,1.1,0.83066,"[0, 0, 2, 2, 0, 1, 2, 2, 1, 1]",0.6375
intellective,1.7,0.78102,"[3, 2, 1, 2, 2, 1, 0, 2, 2, 2]",0.7125
bastardize,-2.4,0.66332,"[-2, -2, -3, -2, -2, -3, -4, -2, -2, -2]",0.2
irritability,-1.4,1.28062,"[-2, -1, -2, -1, 2, -2, -2, -2, -1, -3]",0.325
plays,1.0,1.09545,"[0, 2, 0, 2, 0, 1, 0, 2, 3, 0]",0.625
cunts,-2.9,1.44568,"[-3, -4, -3, -4, -4, -4, -3, 1, -3, -2]",0.1375
mournful,-1.6,1.62481,"[-2, -3, -3, 2, -2, -3, -2, 1, -2, -2]",0.3
defection,-1.4,0.66332,"[-1, -2, -1, -2, 0, -1, -2, -2, -2, -1]",0.325
pressurizer,0.1,0.83066,"[0, 0, 0, 1, 0, 0, -1, -1, 0, 2]",0.5125
loved,2.9,0.7,"[3, 3, 4, 2, 2, 4, 3, 2, 3, 3]",0.8625
numbfish,-0.4,0.66332,"[-1, 0, 0, 0, -2, 0, 0, -1, 0, 0]",0.45
distracting,-1.2,0.4,"[-2, -1, -1, -1, -1, -1, -2, -1, -1, -1]",0.35
graveyards,-1.2,0.87178,"[0, -1, -3, -1, -1, -2, 0, -1, -2, -1]",0.35
dehumanized,-1.9,0.7,"[-2, -2, -2, -2, -1, -3, -2, -1, -3, -1]",0.2625
rigidifications,-0.8,0.9798,"[-2, -1, 0, 0, -2, -1, 0, 1, -2, -1]",0.4
welly,0.2,0.4,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0.525
keened,0.3,1.00499,"[-2, 0, 1, 0, 1, 1, 0, 2, 0, 0]",0.5375
cute,2.0,0.63246,"[1, 3, 1, 2, 2, 2, 2, 3, 2, 2]",0.75
pisses,-1.4,0.8,"[-2, -2, -1, -3, -1, -1, -1, -2, -1, 0]",0.325
discouragers,-1.9,0.53852,"[-2, -2, -2, -2, -1, -1, -3, -2, -2, -2]",0.2625
cherishes,2.2,0.74833,"[2, 2, 3, 2, 2, 2, 2, 4, 2, 1]",0.775
restrict,-1.6,0.8,"[-3, -1, -1, -1, -3, -1, -2, -1, -1, -2]",0.3
skepticisms,-1.2,0.9798,"[1, -2, 0, -1, -2, -1, -2, -2, -1, -2]",0.35
threats,-1.8,0.74833,"[-1, -1, -1, -2, -2, -2, -3, -3, -2, -1]",0.275
truthful,2.0,0.63246,"[2, 2, 1, 3, 3, 2, 1, 2, 2, 2]",0.75
arrests,-1.9,0.83066,"[-4, -2, -1, -1, -1, -2, -2, -2, -2, -2]",0.2625
embarrassingly,-1.7,0.64031,"[-2, -1, -1, -2, -1, -2, -1, -3, -2, -2]",0.2875
virtuosa,1.7,1.48661,"[0, 4, 2, 3, 2, 3, 0, 2, -1, 2]",0.7125
dumpling,0.4,0.91652,"[0, 0, 1, 0, -1, 2, 2, 0, 0, 0]",0.55
affection,2.4,0.8,"[3, 2, 2, 3, 4, 1, 3, 2, 2, 2]",0.8
landmark,0.3,0.64031,"[2, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.5375
charmed,2.0,0.63246,"[3, 1, 2, 2, 2, 3, 1, 2, 2, 2]",0.75
appall,-2.4,0.66332,"[-3, -2, -2, -3, -2, -3, -1, -3, -2, -3]",0.2
painlessness,0.4,1.0198,"[1, 1, 1, 1, -1, 1, -2, 0, 1, 1]",0.55
masterpiece,3.1,0.83066,"[3, 4, 4, 4, 2, 2, 2, 4, 3, 3]",0.8875
brightener,1.0,1.18322,"[0, 0, 0, 1, 0, 1, 2, 0, 3, 3]",0.625
gravers,-1.2,1.6,"[-4, 0, -2, 0, -2, -2, -2, 0, 2, -2]",0.35
wreck,-1.9,0.7,"[-1, -2, -3, -3, -2, -2, -2, -1, -1, -2]",0.2625
gracing,1.3,0.9,"[1, 0, 3, 2, 1, 2, 0, 1, 2, 1]",0.6625
annoy,-1.9,0.53852,"[-2, -2, -1, -2, -2, -1, -2, -2, -2, -3]",0.2625
peril,-1.7,1.67631,"[-3, -2, -2, 3, -3, -2, -3, -2, -1, -2]",0.2875
blamed,-2.1,0.53852,"[-2, -2, -2, -2, -3, -2, -2, -2, -3, -1]",0.2375
dwelling,0.1,0.53852,"[0, 1, 0, 1, 0, 0, 0, -1, 0, 0]",0.5125
interrupters,-1.3,0.45826,"[-1, -2, -1, -1, -1, -1, -2, -1, -2, -1]",0.3375
anguish,-2.9,0.83066,"[-3, -3, -2, -3, -4, -1, -3, -3, -4, -3]",0.1375
faiths,1.8,0.9798,"[2, 3, 1, 1, 3, 3, 0, 2, 2, 1]",0.725
popularly,1.8,0.74833,"[1, 3, 2, 1, 3, 1, 2, 1, 2, 2]",0.725
fascination,2.2,0.74833,"[2, 1, 3, 3, 2, 3, 2, 2, 1, 3]",0.775
irrationalism,-1.5,0.5,"[-1, -2, -1, -1, -2, -1, -2, -2, -1, -2]",0.3125
joysticks,0.2,0.4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",0.525
dubious,-1.5,0.5,"[-1, -2, -2, -1, -1, -2, -1, -1, -2, -2]",0.3125
terrific,2.1,1.81384,"[4, 3, 4, 1, -1, -1, 4, 2, 2, 3]",0.7625
ignores,-1.1,0.3,"[-1, -1, -2, -1, -1, -1, -1, -1, -1, -1]",0.3625
breathtaking,2.0,1.26491,"[3, 1, 3, 2, -1, 1, 2, 3, 3, 3]",0.75
intellectually,1.4,0.8,"[2, 0, 0, 1, 2, 2, 2, 2, 2, 1]",0.675
romanced,2.2,0.87178,"[2, 3, 2, 4, 2, 1, 2, 3, 1, 2]",0.775
cry,-2.1,0.53852,"[-2, -2, -2, -1, -2, -2, -3, -3, -2, -2]",0.2375
sad,-2.1,0.9434,"[-1, -1, -2, -2, -3, -2, -3, -2, -4, -1]",0.2375
threatens,-1.6,1.56205,"[-2, -2, -2, 1, -4, -3, -3, -1, 1, -1]",0.3
inspirations,2.1,0.53852,"[2, 2, 2, 2, 1, 2, 2, 3, 3, 2]",0.7625
enjoyable,1.9,0.53852,"[3, 2, 2, 1, 2, 1, 2, 2, 2, 2]",0.7375
rebelliousness,-1.2,1.16619,"[0, -3, -1, -2, 1, -1, -2, 0, -2, -2]",0.35
magnificent,2.9,0.7,"[2, 4, 2, 4, 3, 3, 3, 3, 2, 3]",0.8625
prouder,2.2,1.16619,"[2, 3, 3, 4, 0, 1, 1, 3, 2, 3]",0.775
proactive,1.8,0.87178,"[2, 3, 3, 1, 1, 1, 1, 3, 1, 2]",0.725
bankster,-2.1,0.53852,"[-3, -1, -2, -2, -2, -2, -2, -3, -2, -2]",0.2375
tragicomedy,0.2,0.9798,"[0, -2, 0, 0, 0, 2, 1, 1, 0, 0]",0.525
ashamedly,-1.7,0.64031,"[-2, -2, -2, -1, -2, -3, -1, -2, -1, -1]",0.2875
wimpiest,-0.9,1.22066,"[-3, -1, -2, -1, -2, -1, 1, 1, 0, -1]",0.3875
xp,1.6,0.4899,"[2, 2, 2, 1, 1, 1, 2, 2, 1, 2]",0.7
worriers,-1.7,0.45826,"[-2, -1, -2, -2, -2, -2, -1, -2, -1, -2]",0.2875
tears,-0.9,1.13578,"[0, -2, -2, -1, -1, -2, -2, 1, 1, -1]",0.3875
agonizingly,-2.3,1.48661,"[-3, -1, -3, -4, -4, -2, -3, 1, -1, -3]",0.21250000000000002
attractively,2.2,0.6,"[3, 2, 2, 3, 2, 2, 2, 3, 1, 2]",0.775
egotistical,-0.9,1.57797,"[-1, -2, -2, -1, -2, 1, -3, 2, 1, -2]",0.3875
ferociously,-1.1,1.86815,"[-3, -4, 2, -2, 0, -2, -1, -1, 2, -2]",0.3625
amoral,-1.6,0.66332,"[-1, -2, 0, -2, -2, -2, -2, -2, -1, -2]",0.3
superior,2.5,1.11803,"[2, 3, 1, 3, 3, 0, 3, 3, 4, 3]",0.8125
confusions,-0.9,1.04403,"[-1, -2, -1, -1, -1, 2, -2, -1, -1, -1]",0.3875
stinkards,-1.0,1.26491,"[-2, -1, 2, -2, -1, -1, 0, -3, -1, -1]",0.375
discourages,-1.9,0.53852,"[-2, -1, -2, -2, -2, -2, -1, -3, -2, -2]",0.2625
leaked,-1.3,0.78102,"[-2, -2, -1, -3, -1, 0, -1, -1, -1, -1]",0.3375
borecole,-0.2,0.74833,"[1, 0, 0, 0, -1, -2, 0, 0, 0, 0]",0.475
battlewagons,-0.5,0.67082,"[0, 0, 0, -1, -2, -1, 0, -1, 0, 0]",0.4375
degradingly,-2.7,0.64031,"[-3, -2, -3, -4, -2, -3, -3, -2, -3, -2]",0.16249999999999998
exhaustibility,-0.8,1.07703,"[0, -2, -3, 0, 1, -1, -1, -1, 0, -1]",0.4
harsh,-1.9,0.7,"[-1, -1, -2, -2, -1, -3, -3, -2, -2, -2]",0.2625
vitals,1.1,0.7,"[1, 0, 1, 2, 2, 0, 2, 1, 1, 1]",0.6375
drowns,-2.2,1.6,"[-3, -3, -3, -4, -2, -3, -1, -2, 2, -3]",0.22499999999999998
bitchiness,-2.6,0.66332,"[-3, -3, -2, -2, -3, -3, -1, -3, -3, -3]",0.175
annoyers,-1.5,1.0247,"[-2, -1, -2, -3, -2, -1, -1, -2, 1, -2]",0.3125
valuably,2.3,1.00499,"[3, 4, 4, 1, 2, 2, 2, 2, 1, 2]",0.7875
assuredness,1.4,0.8,"[2, 2, 2, 1, 1, 0, 2, 0, 2, 2]",0.675
revengefully,-1.4,2.00998,"[-3, -2, -2, -2, 3, 2, -3, -3, -2, -2]",0.325
adorations,2.2,0.87178,"[2, 2, 3, 1, 3, 1, 3, 3, 1, 3]",0.775
grosses,-0.8,1.77764,"[-2, -2, 3, -2, -3, -1, 1, -1, 1, -2]",0.4
mocks,-2.0,0.63246,"[-1, -3, -2, -2, -2, -2, -2, -1, -3, -2]",0.25
enthral,0.4,1.42829,"[2, 2, 0, 2, 0, -1, -2, 2, 0, -1]",0.55
discouragement,-2.0,0.89443,"[-4, -1, -2, -2, -1, -1, -3, -2, -2, -2]",0.25
admirer,1.8,0.74833,"[2, 1, 1, 2, 3, 2, 3, 1, 1, 2]",0.725
excitedly,2.3,0.9,"[3, 3, 2, 3, 1, 3, 1, 3, 1, 3]",0.7875
heartwarming,2.1,1.22066,"[3, 2, 3, 3, 2, 2, 3, 3, -1, 1]",0.7625
ridicules,-1.8,0.6,"[-1, -1, -2, -2, -2, -2, -1, -2, -2, -3]",0.275
dumber,-1.5,0.5,"[-2, -1, -2, -1, -2, -1, -1, -2, -2, -1]",0.3125
lowish,-0.9,0.53852,"[-2, -1, -1, 0, -1, 0, -1, -1, -1, -1]",0.3875
glamourize,0.8,1.32665,"[2, 1, 0, 1, 0, 4, 0, 0, -1, 1]",0.6
abandoned,-2.0,1.09545,"[-1, -1, -3, -2, -1, -4, -1, -3, -3, -1]",0.25
neatly,1.4,0.66332,"[2, 1, 1, 2, 2, 2, 0, 1, 1, 2]",0.675
cheeriness,2.5,0.67082,"[3, 2, 4, 2, 3, 2, 3, 2, 2, 2]",0.8125
supremacists,-1.0,1.89737,"[-4, -2, -1, -3, -2, 2, 2, 0, 0, -2]",0.375
frightening,-2.2,0.9798,"[-1, -1, -4, -3, -3, -3, -2, -2, -1, -2]",0.22499999999999998
beneficially,2.4,0.8,"[3, 3, 2, 2, 2, 1, 3, 4, 2, 2]",0.8
riskily,-0.7,1.34536,"[-1, -2, -1, -1, 3, 0, -1, -1, -1, -2]",0.4125
grateful,2.0,0.63246,"[2, 3, 1, 2, 2, 2, 3, 1, 2, 2]",0.75
feudalisms,-0.2,0.74833,"[0, 0, 0, 0, 0, 0, -1, 0, -2, 1]",0.475
determinably,0.9,0.83066,"[2, 0, 1, 1, 0, 1, 2, 2, 0, 0]",0.6125
stout,0.7,1.34536,"[2, 0, 3, 1, 2, 1, 0, 0, -2, 0]",0.5875
agreeablenesses,1.3,0.45826,"[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]",0.6625
brutal,-3.1,0.7,"[-3, -3, -4, -2, -3, -4, -3, -4, -3, -2]",0.11249999999999999
inaction,-1.0,0.63246,"[-2, -1, 0, -1, -1, 0, -1, -2, -1, -1]",0.375
terrorising,-3.0,0.44721,"[-3, -3, -3, -3, -2, -3, -4, -3, -3, -3]",0.125
effective,2.1,0.83066,"[2, 2, 2, 1, 3, 4, 2, 1, 2, 2]",0.7625
trickster,-0.9,0.83066,"[-1, -2, 0, -1, -2, -1, -1, 1, -1, -1]",0.3875
destructiveness,-2.4,0.91652,"[-3, -3, -2, -4, -1, -2, -3, -2, -1, -3]",0.2
affections,1.5,1.11803,"[-1, 3, 2, 2, 1, 1, 2, 1, 3, 1]",0.6875
pissers,-1.4,2.00998,"[-1, -1, -4, -2, -3, 4, -2, -1, -2, -2]",0.325
innocence,1.6,0.91652,"[3, 1, 1, 1, 2, 2, 0, 3, 2, 1]",0.7
satisfyingly,1.9,0.9434,"[1, 2, 2, 1, 2, 1, 4, 1, 3, 2]",0.7375
virtuosity,2.1,0.83066,"[3, 3, 3, 2, 1, 3, 2, 2, 1, 1]",0.7625
dysfunction,-1.8,0.6,"[-2, -3, -2, -1, -2, -1, -2, -1, -2, -2]",0.275
amortises,0.1,0.83066,"[-1, -1, 0, 0, 0, 2, 1, 0, 0, 0]",0.5125
lags,-1.5,0.67082,"[-2, -1, -1, -2, -1, -3, -1, -2, -1, -1]",0.3125
merry,2.5,0.80623,"[2, 4, 2, 2, 3, 3, 3, 3, 2, 1]",0.8125
sinful,-2.6,0.8,"[-4, -3, -3, -2, -1, -2, -3, -2, -3, -3]",0.175
joylessly,-1.7,1.1,"[-2, -2, -3, -3, -2, -1, 1, -2, -1, -2]",0.2875
resentful,-2.1,0.83066,"[-3, -1, -2, -3, -1, -1, -3, -2, -2, -3]",0.2375
argues,-1.6,0.4899,"[-2, -2, -1, -2, -1, -1, -2, -2, -2, -1]",0.3
benefice,0.4,0.66332,"[0, 2, 0, 1, 0, 0, 1, 0, 0, 0]",0.55
