sign,negative,positive,neutral,prediction
suspects,-1.4,0.91652,"[-2, -2, -2, -1, -2, -1, -2, -2, 1, -1]",0.45016575
suspend,-1.3,0.64031,"[0, -2, -1, -2, -1, -1, -2, -1, -2, -1]",0.4348237
suspended,-2.1,0.83066,"[-2, -1, -2, -3, -3, -1, -3, -1, -2, -3]",0.3832348
suspicion,-1.6,0.91652,"[-2, -2, -1, -2, 1, -2, -2, -2, -2, -2]",0.47872466
suspicions,-1.5,0.67082,"[-1, -2, -1, -2, -1, -1, -3, -1, -2, -1]",0.48972824
suspicious,-1.5,0.67082,"[-1, -2, -1, -1, -2, -1, -2, -1, -3, -1]",0.40795514
suspiciously,-1.7,0.45826,"[-2, -2, -1, -2, -1, -2, -2, -1, -2, -2]",0.4162619
suspiciousness,-1.2,1.46969,"[-2, -3, -2, -1, -1, 1, 2, -2, -2, -2]",0.41327
sux,-1.5,0.92195,"[-1, -1, -2, -1, -2, -1, -3, 0, -3, -1]",0.45956102
swear,-0.2,1.53623,"[-2, 2, -1, 1, 1, 0, -1, -2, 2, -2]",0.4488662
swearing,-1.0,1.09545,"[0, -2, -1, -1, -2, 0, 1, -3, -1, -1]",0.35012224
swears,0.2,1.4,"[1, -2, 2, 0, 1, -2, -1, 2, 1, 0]",0.44417104
sweet,2.0,0.63246,"[1, 2, 2, 2, 3, 3, 2, 1, 2, 2]",0.80077904
sweet<3,3.0,0.44721,"[3, 3, 3, 3, 4, 2, 3, 3, 3, 3]",0.7666196
sweetheart,3.3,1.00499,"[4, 1, 3, 4, 4, 4, 2, 3, 4, 4]",0.82512087
sweethearts,2.8,0.87178,"[2, 2, 2, 4, 3, 2, 4, 3, 4, 2]",0.86018044
sweetie,2.2,0.6,"[2, 3, 3, 2, 1, 3, 2, 2, 2, 2]",0.81263864
sweeties,2.1,0.9434,"[1, 2, 2, 3, 2, 1, 2, 4, 3, 1]",0.8550783
sweetly,2.1,0.7,"[1, 2, 2, 2, 2, 2, 1, 3, 3, 3]",0.7503232
sweetness,2.2,0.74833,"[3, 2, 3, 1, 2, 2, 3, 3, 2, 1]",0.8102273
sweets,2.2,0.6,"[2, 1, 3, 2, 2, 2, 3, 2, 3, 2]",0.8148255
swift,0.8,0.6,"[1, 0, 1, 1, 0, 2, 0, 1, 1, 1]",0.5709597
swiftly,1.2,0.9798,"[0, 3, 1, 0, 1, 1, 1, 3, 1, 1]",0.5523475
swindle,-2.4,1.0198,"[-1, -4, -1, -3, -3, -2, -2, -2, -4, -2]",0.40240583
swindles,-1.5,0.92195,"[0, -2, -2, -3, -2, -1, -1, 0, -2, -2]",0.38489243
swindling,-2.0,1.0,"[-2, -2, -2, -4, -1, 0, -3, -2, -2, -2]",0.40769008
sympathetic,2.3,0.64031,"[3, 3, 2, 2, 3, 3, 2, 2, 1, 2]",0.5574512
sympathy,1.5,1.11803,"[-1, 2, 3, 2, 1, 1, 1, 2, 1, 3]",0.67630696
talent,1.8,1.07703,"[3, 1, 2, 2, 0, 3, 3, 2, 2, 0]",0.6904189
talented,2.3,0.64031,"[1, 2, 2, 3, 2, 3, 3, 2, 3, 2]",0.7612301
talentless,-1.6,0.4899,"[-2, -2, -2, -1, -2, -1, -1, -1, -2, -2]",0.60533965
talents,2.0,1.18322,"[2, 4, 1, 2, 0, 2, 4, 2, 2, 1]",0.69621575
tantrum,-1.8,1.16619,"[-3, -2, -2, -3, -1, 0, -1, 0, -3, -3]",0.5548543
tantrums,-1.5,1.36015,"[-1, -2, -4, -2, -2, -1, -1, 0, 1, -3]",0.5987196
tard,-2.5,0.92195,"[-3, -3, -3, -2, -2, -3, -1, -4, -1, -3]",0.40566826
tears,-0.9,1.13578,"[0, -2, -2, -1, -1, -2, -2, 1, 1, -1]",0.48990312
teas,0.3,0.45826,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0.60677433
tease,-1.3,0.9,"[0, -1, -1, -2, -1, 0, -3, -2, -1, -2]",0.4427649
teased,-1.2,0.87178,"[0, -2, -2, -1, -1, -1, 0, -3, -1, -1]",0.42761478
teasel,-0.1,0.3,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]",0.52218646
teaseled,-0.8,0.74833,"[-1, 0, -1, 0, 0, -1, -2, -1, -2, 0]",0.46706718
teaseler,-0.8,0.87178,"[0, 0, -2, 0, 0, -1, -2, -1, -2, 0]",0.49384993
teaselers,-1.2,1.249,"[0, -3, 0, 0, 0, -3, -2, -2, -2, 0]",0.55079234
teaseling,-0.4,0.91652,"[-1, 0, -3, 0, 0, 0, 0, 0, 0, 0]",0.5030308
teaselled,-0.4,0.91652,"[0, -3, 0, 0, 0, 0, -1, 0, 0, 0]",0.50534886
teaselling,-0.2,0.4,"[0, 0, 0, 0, -1, 0, -1, 0, 0, 0]",0.5080273
teasels,-0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]",0.5317844
teaser,-1.0,1.18322,"[0, -1, -3, -1, -1, -1, 0, -3, -1, 1]",0.51995593
teasers,-0.7,1.1,"[-1, -2, -3, -1, 0, 0, -1, 1, 0, 0]",0.5690069
teases,-1.2,0.74833,"[-1, -1, 0, -1, -2, -1, -3, -1, -1, -1]",0.500776
teashops,0.2,0.4,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0.62775314
teasing,-0.3,1.1,"[0, 0, 1, 1, -1, 0, 0, 0, -1, -3]",0.420788
teasingly,-0.4,1.11355,"[0, 1, 1, 0, -2, 0, -2, 0, -2, 0]",0.47464028
teaspoon,0.2,0.4,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",0.6024509
teaspoonful,0.2,0.4,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",0.6136373
teaspoonfuls,0.4,0.8,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0]",0.6051834
teaspoons,0.5,0.80623,"[0, 0, 0, 2, 0, 0, 1, 2, 0, 0]",0.6233783
teaspoonsful,0.3,0.9,"[2, 0, 0, 0, 0, 2, 0, -1, 0, 0]",0.63048273
temper,-1.8,0.4,"[-1, -2, -2, -2, -2, -2, -2, -2, -1, -2]",0.45934188
tempers,-1.3,0.64031,"[-1, -1, 0, -1, -1, -2, -2, -2, -1, -2]",0.47288275
tendered,0.5,0.92195,"[0, 0, 2, 1, -1, -1, 1, 1, 1, 1]",0.48050258
tenderer,0.6,0.66332,"[0, 1, 1, 0, 0, 0, 2, 1, 1, 0]",0.48310933
tenderers,1.2,0.9798,"[2, 0, 0, 1, 0, 2, 3, 1, 1, 2]",0.4935198
tenderest,1.4,1.56205,"[2, 1, 3, -1, 0, 2, 2, 2, -1, 4]",0.53813446
tenderfeet,-0.4,0.91652,"[-1, -1, 0, 0, -1, 0, -1, -2, 1, 1]",0.52595764
tenderfoot,-0.1,0.53852,"[-1, 1, 0, 0, 0, 0, 0, -1, 0, 0]",0.48433575
tenderfoots,-0.5,1.11803,"[1, -1, 0, 0, 0, -1, -1, 1, -3, -1]",0.50939006
tenderhearted,1.5,1.0247,"[2, 2, 1, 2, 3, 1, 1, -1, 2, 2]",0.60602033
tenderheartedly,2.7,0.64031,"[2, 2, 2, 3, 3, 3, 3, 4, 3, 2]",0.5936515
tenderheartedness,0.7,1.48661,"[1, 3, 2, 2, -1, -1, 1, -2, 1, 1]",0.596848
tenderheartednesses,2.8,0.74833,"[2, 3, 3, 2, 3, 3, 4, 4, 2, 2]",0.61279625
tendering,0.6,0.66332,"[0, 0, 1, 1, 1, 0, 0, 1, 2, 0]",0.48334572
tenderization,0.2,0.74833,"[-1, 2, 0, 0, 0, 1, 0, 0, 0, 0]",0.4888763
tenderize,0.1,0.53852,"[0, 0, 0, 0, 0, -1, 0, 1, 0, 1]",0.52449906
tenderized,0.1,0.53852,"[0, 1, 0, 1, 0, 0, -1, 0, 0, 0]",0.50950223
tenderizer,0.4,0.66332,"[0, 1, 0, 1, 0, 0, 2, 0, 0, 0]",0.5216329
tenderizes,0.3,0.45826,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]",0.4831847
tenderizing,0.3,0.45826,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0.52900755
tenderloin,-0.2,0.74833,"[0, 0, 0, 0, -2, 0, 1, 0, -1, 0]",0.55003005
tenderloins,0.4,0.66332,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0]",0.5592
tenderly,1.8,0.74833,"[2, 1, 2, 1, 3, 2, 1, 2, 3, 1]",0.5425537
tenderness,1.8,0.4,"[2, 2, 1, 2, 2, 2, 2, 1, 2, 2]",0.58507085
tendernesses,0.9,1.44568,"[1, 2, 1, 1, 3, -1, -2, 2, 2, 0]",0.55470854
tenderometer,0.2,0.4,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.47840273
tenderometers,0.2,0.4,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",0.4858377
tenders,0.6,0.8,"[0, 2, 0, 1, 1, 1, -1, 0, 1, 1]",0.5438087
tense,-1.4,0.4899,"[-1, -1, -1, -1, -1, -2, -1, -2, -2, -2]",0.5195959
tensed,-1.0,0.44721,"[-1, 0, -1, -1, -1, -1, -2, -1, -1, -1]",0.46716037
tensely,-1.2,0.6,"[-1, -2, -2, -2, -1, 0, -1, -1, -1, -1]",0.5024201
tenseness,-1.5,0.67082,"[-1, -1, -1, -1, -1, -2, -2, -1, -2, -3]",0.49094647
tenser,-1.5,0.67082,"[-2, -2, -1, -2, -1, -1, -3, -1, -1, -1]",0.5023849
tenses,-0.9,1.04403,"[-1, -3, 0, 0, 0, -1, 0, -2, -2, 0]",0.5130061
tensest,-1.2,1.07703,"[-2, 0, -2, -2, -2, 0, 1, -1, -2, -2]",0.52278197
tensing,-1.0,0.44721,"[-1, -2, -1, 0, -1, -1, -1, -1, -1, -1]",0.49963263
tension,-1.3,1.00499,"[-2, -1, -1, -1, -1, -2, -2, -3, 1, -1]",0.466966
tensional,-0.8,0.74833,"[-1, 0, -1, -1, -1, -2, 1, -1, -1, -1]",0.4697577
tensioned,-0.4,1.11355,"[-2, 0, -1, 2, -1, 0, -1, -1, -1, 1]",0.44424608
tensioner,-1.6,0.8,"[-1, -3, -2, -2, -2, 0, -1, -2, -1, -2]",0.42870045
tensioners,-0.9,1.04403,"[-1, 0, -2, -2, -1, 1, -2, 0, 0, -2]",0.46047926
tensioning,-1.4,1.0198,"[-1, -1, -1, -1, 0, -2, -3, -3, 0, -2]",0.45209244
tensionless,0.6,0.8,"[1, 1, 1, -1, 0, 0, 0, 2, 1, 1]",0.4502328
tensions,-1.7,0.78102,"[-1, -3, -1, -1, -2, -2, -3, -1, -2, -1]",0.47849473
terrible,-2.1,0.9434,"[-1, -3, -2, -1, -3, -1, -2, -2, -4, -2]",0.3724045
terribleness,-1.9,1.81384,"[3, -3, -3, -3, -3, -1, -2, -1, -3, -3]",0.38073725
terriblenesses,-2.6,0.4899,"[-2, -3, -3, -2, -3, -2, -2, -3, -3, -3]",0.43297097
terribly,-2.6,0.4899,"[-3, -3, -3, -2, -2, -3, -3, -2, -2, -3]",0.39833748
terrific,2.1,1.81384,"[4, 3, 4, 1, -1, -1, 4, 2, 2, 3]",0.59459805
terrifically,1.7,1.95192,"[2, 2, 4, 2, 3, 3, -2, 3, -2, 2]",0.54234374
terrified,-3.0,0.63246,"[-2, -3, -3, -3, -4, -3, -4, -2, -3, -3]",0.38535005
terrifies,-2.6,1.0198,"[-2, -4, -3, -3, -4, -1, -2, -3, -1, -3]",0.42747515
terrify,-2.3,0.78102,"[-3, -3, -2, -2, -1, -4, -2, -2, -2, -2]",0.4584644
terrifying,-2.7,0.78102,"[-4, -3, -3, -2, -2, -2, -4, -2, -3, -2]",0.4522668
terror,-2.4,1.2,"[-3, -4, -2, -1, 0, -4, -3, -2, -2, -3]",0.23918805
terrorise,-3.1,0.83066,"[-2, -3, -4, -4, -3, -3, -2, -4, -2, -4]",0.2443263
terrorised,-3.3,0.64031,"[-3, -3, -4, -3, -2, -4, -4, -3, -4, -3]",0.18217461
terrorises,-3.3,0.45826,"[-3, -3, -4, -3, -3, -4, -4, -3, -3, -3]",0.1790934
terrorising,-3.0,0.44721,"[-3, -3, -3, -3, -2, -3, -4, -3, -3, -3]",0.22882222
terrorism,-3.6,0.4899,"[-4, -3, -4, -4, -4, -3, -3, -4, -3, -4]",0.13776012
terrorisms,-3.2,0.6,"[-4, -4, -4, -3, -3, -3, -2, -3, -3, -3]",0.17551784
terrorist,-3.7,0.45826,"[-4, -3, -4, -4, -4, -3, -4, -4, -3, -4]",0.16276766
terroristic,-3.3,0.78102,"[-4, -3, -2, -3, -4, -3, -4, -2, -4, -4]",0.18767613
terrorists,-3.1,0.9434,"[-3, -4, -2, -2, -4, -2, -2, -4, -4, -4]",0.17108485
terrorization,-2.7,0.9,"[-4, -4, -3, -2, -2, -4, -2, -2, -2, -2]",0.20790814
terrorize,-3.3,0.78102,"[-4, -4, -3, -3, -4, -2, -2, -4, -3, -4]",0.21824305
terrorized,-3.1,0.7,"[-2, -3, -2, -4, -4, -4, -3, -3, -3, -3]",0.22609602
terrorizes,-3.1,0.53852,"[-2, -3, -3, -4, -3, -4, -3, -3, -3, -3]",0.17687763
terrorizing,-3.0,1.0,"[-3, -1, -4, -4, -4, -3, -2, -3, -2, -4]",0.19224072
terrorless,0.9,1.04403,"[-2, 2, 1, 2, 1, 1, 1, 1, 1, 1]",0.2446484
terrors,-2.6,0.4899,"[-2, -3, -3, -3, -2, -2, -3, -2, -3, -3]",0.23821
thank,1.5,0.92195,"[3, 1, 1, 0, 1, 1, 2, 3, 1, 2]",0.706158
thanked,1.9,1.22066,"[1, 3, 1, 1, 1, 1, 4, 4, 2, 1]",0.6616622
thankful,2.7,0.78102,"[4, 2, 2, 3, 2, 4, 3, 3, 2, 2]",0.72329503
thankfuller,1.9,0.53852,"[2, 2, 1, 2, 2, 2, 1, 2, 3, 2]",0.7339538
thankfullest,2.0,1.0,"[3, 1, 1, 4, 1, 2, 2, 2, 3, 1]",0.73418534
thankfully,1.8,0.6,"[2, 1, 2, 1, 2, 3, 2, 2, 1, 2]",0.7340031
thankfulness,2.1,1.44568,"[3, 3, 4, 2, 2, 1, -1, 1, 2, 4]",0.72614384
thanks,1.9,1.04403,"[1, 1, 1, 1, 3, 2, 1, 4, 3, 2]",0.6872454
thief,-2.4,0.66332,"[-3, -2, -2, -2, -2, -4, -2, -2, -3, -2]",0.42611095
thieve,-2.2,0.4,"[-2, -2, -2, -3, -2, -2, -3, -2, -2, -2]",0.5233472
thieved,-1.4,1.28062,"[-1, -2, -3, -1, -2, 2, -2, -1, -2, -2]",0.4193476
thieveries,-2.1,0.53852,"[-2, -3, -2, -3, -1, -2, -2, -2, -2, -2]",0.58766127
thievery,-2.0,0.89443,"[-2, -2, -2, -1, -1, -3, -1, -2, -4, -2]",0.44678593
thieves,-2.3,0.78102,"[-3, -2, -2, -4, -1, -2, -2, -2, -3, -2]",0.4742738
thorny,-1.1,0.83066,"[1, -1, -1, -1, -1, -1, -1, -2, -2, -2]",0.42457196
thoughtful,1.6,0.4899,"[2, 2, 1, 1, 1, 1, 2, 2, 2, 2]",0.71783876
thoughtfully,1.7,0.64031,"[2, 1, 1, 3, 1, 2, 1, 2, 2, 2]",0.68044037
thoughtfulness,1.9,0.53852,"[1, 2, 1, 2, 2, 3, 2, 2, 2, 2]",0.75752854
thoughtless,-2.0,0.63246,"[-2, -1, -3, -3, -2, -1, -2, -2, -2, -2]",0.5113
threat,-2.4,0.66332,"[-2, -3, -2, -2, -2, -4, -3, -2, -2, -2]",0.2887828
threaten,-1.6,1.56205,"[-4, -1, -3, -2, 1, -3, -1, 1, -2, -2]",0.29540604
threatened,-2.0,0.63246,"[-2, -2, -3, -2, -2, -1, -2, -3, -1, -2]",0.29589987
threatener,-1.4,1.68523,"[-2, -2, -3, -2, 3, 0, -2, -3, -1, -2]",0.2620652
threateners,-1.8,0.74833,"[-3, -1, -2, -1, -1, -3, -2, -2, -2, -1]",0.27859676
threatening,-2.4,0.8,"[-3, -3, -2, -3, -2, -1, -3, -1, -3, -3]",0.24088776
threateningly,-2.2,0.6,"[-2, -2, -2, -2, -2, -2, -2, -2, -4, -2]",0.26973322
threatens,-1.6,1.56205,"[-2, -2, -2, 1, -4, -3, -3, -1, 1, -1]",0.3058546
threating,-2.0,0.44721,"[-3, -2, -2, -2, -1, -2, -2, -2, -2, -2]",0.26882485
threats,-1.8,0.74833,"[-1, -1, -1, -2, -2, -2, -3, -3, -2, -1]",0.30880237
thrill,1.5,1.11803,"[2, 2, 2, 0, 1, -1, 2, 3, 2, 2]",0.7452354
thrilled,1.9,1.81384,"[3, -1, 3, 3, 1, -2, 3, 3, 3, 3]",0.7416085
thriller,0.4,1.2,"[0, 0, 3, 1, 1, -2, 0, 1, 0, 0]",0.64397615
thrillers,0.1,0.83066,"[0, 2, 0, 0, 0, -1, 0, -1, 0, 1]",0.7037194
thrilling,2.1,1.04403,"[3, 0, 2, 3, 1, 3, 3, 2, 1, 3]",0.8108089
thrillingly,2.0,0.7746,"[0, 2, 2, 3, 3, 2, 2, 2, 2, 2]",0.7622884
thrills,1.5,0.92195,"[2, 3, 1, 2, 0, 2, 1, 0, 2, 2]",0.7449053
thwarted,-0.1,1.75784,"[1, -2, -3, 0, 2, 0, 2, -2, -1, 2]",0.44142053
thwarting,-0.7,0.78102,"[0, 0, -1, -1, -1, -2, 1, -1, -1, -1]",0.42620578
thwarts,-0.4,1.28062,"[-2, 0, 0, -2, 0, 1, 2, 0, -1, -2]",0.4814896
ticked,-1.8,0.6,"[-2, -1, -1, -2, -2, -1, -2, -2, -3, -2]",0.48258582
timid,-1.0,0.44721,"[-1, -1, -1, -1, 0, -1, -2, -1, -1, -1]",0.48861387
timider,-1.0,0.44721,"[-1, -2, -1, -1, -1, 0, -1, -1, -1, -1]",0.51862663
timidest,-0.9,0.7,"[0, -1, 0, -1, 0, -1, -1, -2, -1, -2]",0.5389364
timidities,-0.7,0.64031,"[-1, -1, -1, 0, -2, 0, -1, 0, 0, -1]",0.4986073
timidity,-1.3,0.45826,"[-1, -2, -1, -1, -1, -1, -2, -2, -1, -1]",0.5075666
timidly,-0.7,0.78102,"[0, -1, -1, -1, -1, 1, 0, -1, -2, -1]",0.5270502
timidness,-1.0,0.89443,"[-1, -2, -1, 0, -1, -2, 1, -2, -1, -1]",0.46557525
timorous,-0.8,0.9798,"[-2, -1, -1, -1, -1, -2, -1, 1, 1, -1]",0.55165535
tired,-1.9,0.7,"[-2, -1, -2, -3, -2, -3, -1, -1, -2, -2]",0.42021468
tits,-0.9,0.53852,"[-1, -1, -2, -1, -1, -1, 0, -1, 0, -1]",0.6095592
tolerance,1.2,1.53623,"[2, 3, 2, 2, -2, 1, 1, 3, -1, 1]",0.5893765
tolerances,0.3,0.9,"[-1, 1, 0, 0, 1, 2, 0, -1, 1, 0]",0.57686263
tolerant,1.1,0.53852,"[1, 2, 1, 1, 1, 1, 1, 1, 0, 2]",0.55931383
tolerantly,0.4,1.2,"[0, 1, 1, 1, 0, -3, 1, 1, 1, 1]",0.58948237
toothless,-1.4,1.0198,"[-1, -4, -1, -2, -1, 0, -1, -2, -1, -1]",0.36296332
top,0.8,0.87178,"[1, 3, 1, 1, 1, 0, 0, 1, 0, 0]",0.5491714
tops,2.3,1.00499,"[3, 3, 3, 0, 2, 2, 3, 3, 1, 3]",0.5453277
torn,-1.0,1.0,"[-1, -1, -1, 0, -1, -1, -3, -2, 1, -1]",0.44493657
torture,-2.9,1.51327,"[-4, -4, -3, -4, 1, -2, -3, -2, -4, -4]",0.24957485
tortured,-2.6,1.0198,"[-4, -1, -2, -2, -4, -3, -2, -2, -4, -2]",0.27002394
torturer,-2.3,1.18743,"[-4, -1, -1, -2, -4, -1, -2, -2, -4, -2]",0.3252314
torturers,-3.5,0.67082,"[-4, -4, -3, -3, -4, -4, -4, -2, -3, -4]",0.31395027
tortures,-2.5,0.92195,"[-2, -3, -2, -4, -1, -3, -2, -4, -2, -2]",0.26358092
torturing,-3.0,0.89443,"[-4, -4, -4, -2, -3, -2, -4, -2, -2, -3]",0.29349113
torturous,-2.7,0.78102,"[-3, -3, -1, -3, -4, -2, -2, -3, -3, -3]",0.39946315
torturously,-2.2,1.6,"[2, -3, -3, -2, -3, -2, -4, -3, -1, -3]",0.35917878
totalitarian,-2.1,1.3,"[0, -4, -3, 0, -3, -2, -3, -1, -2, -3]",0.31999928
totalitarianism,-2.7,1.18743,"[-2, -3, 0, -4, -2, -4, -4, -2, -3, -3]",0.2652738
tough,-0.5,1.43178,"[0, -2, 0, 0, 1, 2, -1, -2, -3, 0]",0.49615636
toughed,0.7,0.64031,"[1, 1, 0, 1, 1, 0, 2, 1, 0, 0]",0.52608716
toughen,0.1,1.04403,"[0, 0, 1, 0, 1, 0, 2, 0, -2, -1]",0.5165827
toughened,0.1,0.53852,"[1, 0, 0, 0, 0, -1, 1, 0, 0, 0]",0.5384227
toughening,0.9,0.83066,"[0, 2, 2, 1, 1, 0, 1, 0, 0, 2]",0.5285295
toughens,-0.2,1.16619,"[1, -1, 0, 1, 0, -2, -2, 1, -1, 1]",0.5416639
tougher,0.7,1.00499,"[1, 1, -1, 0, 2, 0, 2, 2, 0, 0]",0.4959681
toughest,-0.3,1.84662,"[2, 1, -1, -3, 0, -2, 2, -2, 2, -2]",0.5132175
toughie,-0.7,0.64031,"[-1, 1, 0, -1, -1, -1, -1, -1, -1, -1]",0.5035161
toughies,-0.6,0.66332,"[-1, -1, -1, 0, 0, -1, 1, -1, -1, -1]",0.5296461
toughing,-0.5,1.20416,"[-1, 0, -2, 0, 0, -2, 2, 0, -2, 0]",0.54819727
toughish,-1.0,1.0,"[0, -1, 0, -2, -2, -1, 1, -2, -2, -1]",0.48614174
toughly,-1.1,0.83066,"[-1, 0, 0, -1, 0, -1, -2, -2, -2, -2]",0.5518042
toughness,-0.2,1.07703,"[0, 0, -1, -2, 0, 1, 1, 1, -2, 0]",0.55552083
toughnesses,0.3,1.18743,"[1, 2, -1, 0, 1, 1, -2, 1, -1, 1]",0.5486196
toughs,-0.8,1.16619,"[0, 0, -1, 0, -1, -3, -2, 1, 0, -2]",0.52042985
toughy,-0.5,1.11803,"[-1, -2, -1, 0, -1, -1, 1, -1, 2, -1]",0.49052182
tout,-0.5,0.67082,"[-1, 0, -2, -1, 0, 0, -1, 0, 0, 0]",0.5306658
touted,-0.2,0.9798,"[-1, 2, 0, -2, -1, 0, 0, 0, 0, 0]",0.4536252
touting,-0.7,0.64031,"[0, 0, -1, -1, -1, -1, 0, -2, 0, -1]",0.5075464
touts,-0.1,0.7,"[1, 1, 0, -1, 0, -1, -1, 0, 0, 0]",0.53980905
tragedian,-0.5,0.67082,"[-2, 0, -1, 0, 0, -1, 0, -1, 0, 0]",0.43878722
tragedians,-1.0,1.18322,"[-1, 0, -2, -1, 0, -3, 0, 0, 0, -3]",0.4232728
tragedienne,-0.4,0.4899,"[0, 0, -1, -1, 0, 0, -1, -1, 0, 0]",0.431758
tragediennes,-1.4,1.28062,"[0, -3, 0, -1, -3, 0, -2, -3, 0, -2]",0.4476755
tragedies,-1.9,1.86815,"[-3, -4, -2, 2, -3, -4, -2, 1, -2, -2]",0.44037914
tragedy,-3.4,1.0198,"[-4, -4, -4, -4, -2, -3, -1, -4, -4, -4]",0.30274856
tragic,-2.0,1.94936,"[-1, -3, -4, -3, -3, -4, -2, 1, 2, -3]",0.42764118
tragical,-2.4,1.11355,"[-3, -3, -3, -2, -1, -3, -4, -3, 0, -2]",0.38536873
tragically,-2.7,1.48661,"[-4, -4, -4, -2, -1, -4, -1, 0, -3, -4]",0.31321386
tragicomedy,0.2,0.9798,"[0, -2, 0, 0, 0, 2, 1, 1, 0, 0]",0.4621205
tragicomic,-0.2,0.74833,"[0, -1, 1, 0, 0, 0, -2, 0, 0, 0]",0.4789245
tragics,-2.2,0.74833,"[-3, -2, -4, -1, -2, -2, -2, -2, -2, -2]",0.46490407
tranquil,0.2,1.77764,"[2, 1, -1, 2, -3, 3, -1, 1, -1, -1]",0.5683483
tranquiler,1.9,0.7,"[2, 1, 2, 2, 3, 3, 2, 2, 1, 1]",0.54253775
tranquilest,1.6,1.35647,"[1, 2, 2, 2, 0, 2, -1, 4, 3, 1]",0.56335795
tranquilities,1.5,1.36015,"[3, 2, 4, -1, 1, 0, 2, 2, 1, 1]",0.6232521
tranquility,1.8,1.16619,"[3, 2, 1, 2, 3, 4, 1, 1, 1, 0]",0.6517535
tranquilize,0.3,1.00499,"[0, -2, 1, -1, 1, 1, 1, 0, 1, 1]",0.5340408
tranquilized,-0.2,1.32665,"[-2, 0, 1, 0, 1, 2, 0, -2, -2, 0]",0.5549517
tranquilizer,-0.1,0.9434,"[0, 1, -1, 0, -1, 0, -2, 1, 1, 0]",0.49512467
tranquilizers,-0.4,0.8,"[0, 0, 0, -2, -1, -1, -1, 1, 0, 0]",0.5166603
tranquilizes,-0.1,0.9434,"[-2, 0, 1, 0, 1, 1, 0, -1, -1, 0]",0.5472742
tranquilizing,-0.5,0.67082,"[-1, 0, 0, -1, -1, -1, 1, 0, -1, -1]",0.5692173
tranquillest,0.8,1.4,"[1, 1, 2, 3, 1, 1, 0, -1, -2, 2]",0.55042964
tranquillities,0.5,1.20416,"[-2, 1, 2, 0, 2, 1, 0, -1, 1, 1]",0.59787416
tranquillity,1.8,1.07703,"[1, 2, 2, 2, 3, 3, 2, -1, 2, 2]",0.67386574
tranquillized,-0.2,1.07703,"[0, 1, 0, 0, -3, 0, 1, 0, -1, 0]",0.564086
tranquillizer,-0.1,0.7,"[0, 1, 0, 0, -1, 0, 1, 0, -1, -1]",0.5219736
tranquillizers,-0.2,0.74833,"[0, 0, 0, -2, 1, 0, 0, 0, -1, 0]",0.51758766
tranquillizes,0.1,0.7,"[-1, -1, 0, 0, 1, 1, 1, 0, 0, 0]",0.57241523
tranquillizing,0.8,0.87178,"[1, 2, 0, 2, 0, 0, 2, 0, 0, 1]",0.6011302
tranquilly,1.2,0.87178,"[2, 2, 1, 2, -1, 2, 1, 1, 1, 1]",0.59305173
tranquilness,1.5,1.20416,"[3, 3, 1, 2, 2, 2, 0, -1, 1, 2]",0.65158683
trap,-1.3,0.78102,"[-1, -1, -2, 0, -1, -1, -2, -1, -1, -3]",0.4565701
trapped,-2.4,0.91652,"[-3, -2, -3, -1, -3, -1, -2, -2, -4, -3]",0.37967846
trauma,-1.8,1.249,"[-2, -2, -3, -1, -2, 1, -2, -4, -1, -2]",0.4041464
traumas,-2.2,1.6,"[-3, -3, -2, -4, 0, -1, -4, -3, 1, -3]",0.42599335
traumata,-1.7,1.34536,"[-2, -3, -2, 0, -2, 1, -4, -2, -1, -2]",0.4093299
traumatic,-2.7,1.00499,"[-2, -4, -2, -1, -4, -3, -2, -3, -4, -2]",0.34003243
traumatically,-2.8,0.6,"[-4, -2, -3, -2, -2, -3, -3, -3, -3, -3]",0.3021434
traumatise,-2.8,0.6,"[-4, -3, -3, -2, -2, -3, -2, -3, -3, -3]",0.3323249
traumatised,-2.4,0.91652,"[-4, -4, -2, -2, -1, -2, -3, -2, -2, -2]",0.29726547
traumatises,-2.2,0.87178,"[-3, -4, -2, -2, -1, -2, -3, -1, -2, -2]",0.30067217
traumatising,-1.9,1.86815,"[-3, -3, -3, -1, -3, 1, -4, -2, 2, -3]",0.32288823
traumatism,-2.4,0.4899,"[-3, -2, -3, -2, -2, -2, -2, -3, -3, -2]",0.29399255
traumatization,-3.0,1.0,"[-4, -4, -4, -2, -2, -2, -4, -4, -2, -2]",0.37665626
traumatizations,-2.2,1.16619,"[-3, -2, -4, 0, -1, -2, -4, -2, -2, -2]",0.3867998
