sign,negative,positive,neutral,predicted,loss
suspicion,-1.6,0.91652,"[-2, -2, -1, -2, 1, -2, -2, -2, -2, -2]",-0.5718193,1.0281806945800782
exhaustibility,-0.8,1.07703,"[0, -2, -3, 0, 1, -1, -1, -1, 0, -1]",0.2284007,1.028400707244873
loyal,2.1,0.7,"[3, 2, 1, 1, 2, 2, 3, 2, 3, 2]",1.0715976,1.0284024238586427
nasty,-2.6,1.0198,"[-3, -1, -2, -4, -3, -3, -1, -2, -4, -3]",-1.5715578,1.0284422397613526
prejudicially,-1.5,1.74642,"[-3, -1, -1, -3, -3, -1, -3, 1, 2, -3]",-2.5285916,1.0285916328430176
horridly,-1.4,1.49666,"[-2, 0, -3, -2, 0, -3, 2, -2, -2, -2]",-0.3713789,1.0286211013793944
incapable,-1.6,0.4899,"[-1, -2, -1, -1, -2, -1, -2, -2, -2, -2]",-0.5713296,1.0286704063415528
defecting,-1.8,0.6,"[-2, -1, -2, -2, -2, -1, -3, -1, -2, -2]",-0.77079344,1.0292065620422364
security,1.4,0.8,"[1, 2, 3, 2, 1, 1, 2, 0, 1, 1]",0.37032318,1.0296768188476562
peacekeepers,1.6,1.11355,"[4, 1, 1, 2, 1, 1, 2, 3, 0, 1]",0.57022333,1.029776668548584
tougher,0.7,1.00499,"[1, 1, -1, 0, 2, 0, 2, 2, 0, 0]",-0.33013105,1.0301310539245605
fired,-2.6,0.91652,"[-2, -3, -4, -3, -3, -1, -3, -3, -1, -3]",-1.5694401,1.0305598735809327
graveside,-0.8,0.6,"[-1, -1, -1, 0, 0, 0, -1, -2, -1, -1]",0.23067856,1.0306785583496094
optimize,2.2,0.87178,"[2, 3, 3, 2, 1, 2, 4, 2, 2, 1]",1.1689367,1.0310632705688478
freezing,-0.4,1.28062,"[-2, -1, -2, -2, 0, 0, 0, 1, 2, 0]",-1.4314146,1.0314146041870118
screamers,-1.5,0.92195,"[-2, -1, -2, -2, -2, -2, -1, -2, 1, -2]",-0.46823597,1.031764030456543
keen,1.5,0.67082,"[1, 1, 3, 1, 2, 1, 1, 2, 2, 1]",0.4679799,1.032020092010498
raped,-3.6,0.4899,"[-3, -3, -4, -4, -3, -4, -4, -4, -3, -4]",-2.5675423,1.0324576854705811
recommend,1.5,0.67082,"[1, 1, 1, 1, 2, 3, 2, 2, 1, 1]",0.46721554,1.0327844619750977
insensitive,-0.9,1.81384,"[2, -3, -2, -1, 2, -3, -2, 1, -1, -2]",-1.9328978,1.0328978061676026
grimier,-1.6,1.0198,"[-1, -2, -2, -2, -1, 0, -4, -1, -1, -2]",-0.56698465,1.0330153465270997
timidity,-1.3,0.45826,"[-1, -2, -1, -1, -1, -1, -2, -2, -1, -1]",-0.26680708,1.0331929206848145
supporters,1.9,0.7,"[1, 1, 1, 2, 2, 3, 2, 2, 3, 2]",0.86673975,1.0332602500915526
soulmate,2.9,0.83066,"[4, 2, 2, 2, 3, 4, 3, 3, 2, 4]",1.8662128,1.033787155151367
idealization,1.8,0.9798,"[2, 2, 2, 1, 4, 2, 2, 0, 1, 2]",0.76614475,1.0338552474975586
glamour,2.4,0.91652,"[2, 4, 2, 1, 3, 2, 2, 2, 2, 4]",1.3660994,1.0339006423950194
ruinous,-2.7,0.78102,"[-2, -3, -3, -3, -3, -4, -2, -3, -1, -3]",-1.6654696,1.0345303535461428
indignation,-2.4,0.8,"[-2, -1, -2, -3, -3, -3, -1, -3, -3, -3]",-1.3637924,1.0362075805664062
tenseness,-1.5,0.67082,"[-1, -1, -1, -1, -1, -2, -2, -1, -2, -3]",-0.46357203,1.0364279747009277
horrendously,-1.9,1.92094,"[-3, -2, -4, -4, 2, -1, -3, -2, 1, -3]",-2.9367988,1.0367988109588624
shares,1.2,0.87178,"[0, 2, 1, 1, 0, 2, 2, 2, 2, 0]",0.16313076,1.0368692398071289
popularised,1.1,0.9434,"[1, 1, 0, 0, 3, 2, 1, 2, 1, 0]",0.06289959,1.0371004104614259
tenser,-1.5,0.67082,"[-2, -2, -1, -2, -1, -1, -3, -1, -1, -1]",-0.46289587,1.0371041297912598
elegancy,2.1,0.53852,"[3, 2, 2, 1, 2, 2, 3, 2, 2, 2]",1.0625191,1.037480926513672
amortization,0.6,1.0198,"[0, 0, 0, 0, 1, 0, 0, 0, 3, 2]",-0.4376459,1.0376459121704102
validates,1.4,0.66332,"[1, 1, 1, 2, 3, 1, 2, 1, 1, 1]",0.36112547,1.0388745307922362
sprightly,2.0,0.89443,"[0, 2, 3, 2, 2, 1, 2, 3, 3, 2]",0.9610796,1.0389204025268555
comfortableness,1.3,1.48661,"[4, 2, 2, 3, 1, 1, 1, -1, -1, 1]",2.3389816,1.0389816284179687
confront,-0.7,0.78102,"[0, -1, -1, 0, 1, -1, -1, -2, -1, -1]",-1.7390237,1.0390236854553223
annoyers,-1.5,1.0247,"[-2, -1, -2, -3, -2, -1, -1, -2, 1, -2]",-2.5396395,1.0396394729614258
credits,1.5,1.0247,"[2, -1, 2, 0, 2, 2, 2, 2, 2, 2]",0.46008444,1.0399155616760254
deliciousness,1.8,0.87178,"[1, 2, 3, 3, 2, 2, 1, 2, 2, 0]",2.8405752,1.0405752182006835
repress,-1.4,0.66332,"[-1, -1, -3, -2, -1, -1, -2, -1, -1, -1]",-0.35933447,1.0406655311584472
graciously,2.3,0.9,"[2, 4, 1, 3, 3, 2, 1, 2, 3, 2]",1.2589493,1.0410507202148436
contemptuously,-2.4,0.8,"[-1, -3, -2, -3, -3, -2, -1, -3, -3, -3]",-1.3584266,1.041573429107666
grief,-2.2,0.6,"[-2, -1, -3, -2, -3, -3, -2, -2, -2, -2]",-1.1583123,1.0416876792907717
sobbed,-1.9,1.3,"[-2, -4, 1, -1, -3, -1, -3, -2, -2, -2]",-0.858232,1.0417679786682128
trustors,1.2,0.87178,"[0, 0, 2, 1, 1, 2, 2, 2, 0, 2]",0.15796995,1.0420300483703613
neatest,1.7,0.64031,"[1, 2, 2, 1, 2, 2, 1, 2, 1, 3]",0.6579108,1.0420891761779785
tenderer,0.6,0.66332,"[0, 1, 1, 0, 0, 0, 2, 1, 1, 0]",-0.44277477,1.042774772644043
sluts,-2.7,1.48661,"[-3, -3, -4, -4, -3, -4, -1, -3, 1, -3]",-1.6570835,1.0429164886474611
terribly,-2.6,0.4899,"[-3, -3, -3, -2, -2, -3, -3, -2, -2, -3]",-1.556993,1.043006992340088
recession,-1.8,1.07703,"[-3, -1, -4, -2, -1, -1, -1, -1, -3, -1]",-0.7566519,1.0433481216430665
eagerness,1.7,0.45826,"[2, 2, 2, 2, 1, 1, 2, 2, 2, 1]",0.65649986,1.0435001373291015
amoretti,0.2,0.4,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1.243537,1.0435369491577149
admit,0.8,1.07703,"[0, 0, 0, 0, 0, 1, 3, 2, 2, 0]",-0.24410725,1.0441072463989258
glory,2.5,0.80623,"[1, 3, 3, 1, 3, 3, 3, 2, 3, 3]",1.4557695,1.0442304611206055
deceive,-1.7,0.64031,"[-1, -2, -2, -1, -2, -1, -1, -3, -2, -2]",-0.6556163,1.044383716583252
blessers,1.9,0.7,"[2, 2, 1, 2, 2, 2, 3, 1, 3, 1]",0.85558367,1.044416332244873
dumbfounders,-1.0,0.89443,"[-1, -3, -1, 0, -2, 0, -1, 0, -1, -1]",0.04447937,1.0444793701171875
effectively,1.9,0.7,"[1, 2, 1, 2, 2, 1, 3, 3, 2, 2]",0.85536003,1.0446399688720702
snob,-2.0,0.63246,"[-2, -2, -2, -2, -2, -1, -3, -1, -3, -2]",-0.9553504,1.044649600982666
honourable,2.1,0.53852,"[2, 3, 2, 2, 2, 1, 3, 2, 2, 2]",1.0553303,1.0446697235107423
bolder,1.2,0.6,"[2, 1, 1, 1, 1, 2, 1, 2, 0, 1]",0.1550746,1.0449254035949707
warring,-1.9,1.04403,"[-3, -3, 0, -1, -2, -2, -3, -1, -1, -3]",-0.8546295,1.0453704833984374
assets,0.7,1.00499,"[0, 0, 1, 3, 0, 1, 0, 0, 2, 0]",-0.34537268,1.0453726768493652
nurturant,1.7,0.78102,"[2, 1, 3, 2, 2, 2, 2, 1, 0, 2]",0.6545305,1.0454694747924804
fatalistic,-1.0,1.34164,"[-3, -1, -3, -1, 1, 0, 1, -2, -1, -1]",-2.0456593,1.0456593036651611
idealistically,1.7,1.1,"[0, 3, 3, 1, 2, 3, 0, 2, 1, 2]",0.65402174,1.0459782600402832
inspirator,1.9,1.22066,"[2, 2, 3, 0, 3, 4, 0, 2, 1, 2]",0.85393476,1.0460652351379394
accomplish,1.8,0.6,"[1, 2, 3, 2, 2, 2, 1, 1, 2, 2]",0.7538786,1.0461214065551758
cocksuckers,-2.6,1.42829,"[-4, -3, -4, -3, -3, 1, -3, -1, -3, -3]",-1.553324,1.046676015853882
foolhardier,-1.5,0.67082,"[-2, -1, -2, -1, -2, -1, -2, -2, 0, -2]",-0.45319462,1.0468053817749023
repulse,-2.8,0.4,"[-3, -3, -3, -3, -2, -3, -3, -3, -2, -3]",-1.7527716,1.0472283840179442
grateful,2.0,0.63246,"[2, 3, 1, 2, 2, 2, 3, 1, 2, 2]",0.952631,1.0473690032958984
rebelliously,-1.8,0.87178,"[-3, 0, -2, -2, -1, -2, -3, -1, -2, -2]",-0.7512021,1.04879789352417
defensive,0.1,1.13578,"[2, -1, 0, -1, 2, 0, -1, 1, 0, -1]",-0.9492197,1.0492197036743165
trust,2.3,1.26886,"[0, 4, 3, 3, 4, 1, 2, 2, 1, 3]",1.2507734,1.0492265701293944
madness,-1.9,0.53852,"[-1, -2, -1, -3, -2, -2, -2, -2, -2, -2]",-0.8506937,1.049306297302246
apologising,0.2,1.6,"[0, -1, -1, 2, 2, 1, -2, -1, 3, -1]",-0.8506241,1.0506240844726562
yeees,1.7,1.00499,"[1, 3, 1, 2, 1, 1, 4, 2, 1, 1]",0.64924717,1.050752830505371
perfectly,3.2,0.4,"[3, 4, 4, 3, 3, 3, 3, 3, 3, 3]",2.1490893,1.0509106636047365
convivial,1.2,1.16619,"[1, 2, -2, 2, 1, 2, 2, 1, 2, 1]",0.14883184,1.051168155670166
freakiest,-1.6,1.0198,"[-2, -3, -3, -3, -1, -1, -1, 0, -1, -1]",-0.5487671,1.05123291015625
inhibition,-1.5,0.67082,"[-1, -1, -1, -1, -2, -1, -1, -2, -2, -3]",-0.44820166,1.0517983436584473
attractants,1.4,0.8,"[1, 1, 0, 2, 2, 2, 3, 1, 1, 1]",0.34775352,1.0522464752197265
shames,-1.7,0.9,"[-3, -3, -3, -1, -1, -1, -1, -1, -1, -2]",-0.6467738,1.0532261848449707
helpfully,2.3,0.9,"[1, 2, 2, 3, 2, 3, 3, 2, 4, 1]",1.2466955,1.0533044815063475
best,3.2,0.6,"[2, 4, 4, 3, 4, 3, 3, 3, 3, 3]",2.1463075,1.0536925315856935
battlefields,-0.9,1.22066,"[-1, -1, 0, 0, -4, -1, 0, 0, 0, -2]",0.1540618,1.0540617942810058
virtuosa,1.7,1.48661,"[0, 4, 2, 3, 2, 3, 0, 2, -1, 2]",0.64579153,1.054208469390869
singleminded,1.2,0.87178,"[1, 2, 0, 0, 3, 2, 1, 1, 1, 1]",0.14561796,1.054382038116455
romanticism,2.2,1.32665,"[1, 4, 2, 1, 3, 1, 3, 3, 4, 0]",1.1455774,1.0544225692749025
denies,-1.8,0.6,"[-1, -2, -1, -1, -2, -3, -2, -2, -2, -2]",-0.7453675,1.0546324729919434
lower,-1.2,0.87178,"[0, -2, -1, -1, -2, 0, -2, 0, -2, -2]",-0.14533043,1.0546695709228515
brutalised,-2.9,0.83066,"[-3, -3, -2, -3, -3, -4, -4, -1, -3, -3]",-1.8451054,1.0548945903778075
frenzy,-1.3,1.48661,"[-1, -1, -2, -2, 2, -4, -1, -2, 0, -2]",-0.2450695,1.0549304962158204
conspiracy,-2.4,0.66332,"[-2, -2, -3, -3, -2, -2, -4, -2, -2, -2]",-1.344439,1.0555609703063964
interrogated,-1.6,1.0198,"[-3, -1, -1, -1, -2, -1, -3, -1, -3, 0]",-2.6557152,1.055715227127075
cynic,-1.4,0.8,"[-1, -2, -1, 0, -2, -3, -1, -1, -1, -2]",-0.34363174,1.0563682556152343
strengths,1.7,0.64031,"[2, 1, 3, 1, 2, 1, 2, 1, 2, 2]",0.64314604,1.05685396194458
weapons,-1.9,0.9434,"[-2, -1, -2, -2, -1, -3, -3, -3, -2, 0]",-0.8428798,1.0571202278137206
crudenesses,-2.0,1.0,"[-3, -1, -1, -2, -4, -1, -1, -2, -2, -3]",-0.9427781,1.0572218894958496
assuredness,1.4,0.8,"[2, 2, 2, 1, 1, 0, 2, 0, 2, 2]",0.3425808,1.057419204711914
revives,1.6,0.4899,"[1, 1, 2, 2, 1, 2, 2, 2, 1, 2]",0.5422454,1.0577546119689942
euphoria,3.3,0.9,"[4, 4, 3, 3, 3, 4, 4, 4, 1, 3]",2.2419858,1.0580142021179197
shy,-1.0,0.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0.058250904,1.058250904083252
pitied,-1.3,1.1,"[-2, -1, -3, -1, 1, 0, -2, -2, -1, -2]",-2.3587425,1.0587424755096435
warmness,1.5,0.92195,"[3, 1, 2, 1, 0, 1, 3, 2, 1, 1]",2.5609174,1.0609173774719238
bolds,1.3,0.78102,"[2, 2, 1, 1, 0, 2, 0, 2, 1, 2]",0.23883581,1.0611641883850098
criticizers,-1.6,0.4899,"[-1, -1, -1, -2, -2, -2, -1, -2, -2, -2]",-0.53872204,1.0612779617309571
suprematists,0.4,1.56205,"[2, 1, 0, 0, 2, 2, 2, -2, -1, -2]",-0.661499,1.0614990234375
profiter,0.7,1.55242,"[2, 2, 2, 1, -1, 1, -1, 3, 0, -2]",-0.36217785,1.062177848815918
ease,1.5,0.92195,"[1, 1, 1, 0, 2, 1, 2, 3, 3, 1]",0.43709326,1.0629067420959473
whined,-0.9,1.04403,"[-2, -1, -2, -1, -1, -1, -2, 1, 1, -1]",-1.9629292,1.0629292488098145
positively,2.4,0.66332,"[2, 2, 3, 3, 4, 2, 2, 2, 2, 2]",1.3366623,1.0633377075195312
impressibility,1.2,1.249,"[-1, 2, 0, 2, 0, 2, 2, 3, 2, 0]",2.2633843,1.0633843421936036
disabling,-2.1,0.53852,"[-2, -1, -3, -3, -2, -2, -2, -2, -2, -2]",-1.0362663,1.0637336730957032
vitalises,1.1,1.3,"[1, 2, 2, 0, 2, 2, -2, 2, 0, 2]",0.035914898,1.064085102081299
war,-2.9,1.13578,"[-1, -3, -4, -4, -3, -1, -2, -3, -4, -4]",-1.8355136,1.0644864082336425
ironic,-0.5,1.28452,"[1, 0, 0, 0, 0, 0, -4, -1, -1, 0]",0.56454706,1.064547061920166
creditable,1.8,0.6,"[2, 1, 1, 1, 2, 2, 3, 2, 2, 2]",0.7348714,1.0651286125183106
enthuses,1.7,0.78102,"[2, 3, 1, 2, 1, 3, 1, 1, 1, 2]",0.63457584,1.0654241561889648
comforting,1.7,0.64031,"[1, 2, 1, 1, 2, 2, 2, 3, 2, 1]",2.7655325,1.0655324935913086
boring,-1.3,0.45826,"[-1, -1, -1, -1, -1, -2, -1, -1, -2, -2]",-2.3657103,1.0657102584838867
welldoers,1.6,0.8,"[3, 1, 1, 0, 2, 1, 2, 2, 2, 2]",0.53420067,1.0657993316650392
emptiness,-1.9,0.7,"[-2, -2, -3, -2, -2, -1, -1, -3, -1, -2]",-0.83392143,1.0660785675048827
eager,1.5,0.67082,"[1, 3, 1, 2, 2, 2, 1, 1, 1, 1]",0.43321705,1.0667829513549805
endorsed,1.0,0.89443,"[1, 2, 0, 1, 1, 0, 1, 0, 3, 1]",-0.06681919,1.066819190979004
exempt,0.4,0.91652,"[1, 0, 0, 0, 2, -1, 0, 0, 2, 0]",-0.6668215,1.0668214797973632
giggles,0.8,1.249,"[1, 2, 2, 1, -1, 1, 1, 2, -2, 1]",1.8671713,1.067171287536621
horrific,-3.4,0.91652,"[-2, -4, -4, -4, -2, -4, -2, -4, -4, -4]",-2.332369,1.067630910873413
stronger,1.6,0.66332,"[2, 1, 1, 1, 2, 3, 2, 1, 2, 1]",0.53228617,1.0677138328552247
freeze,0.2,0.9798,"[-1, 0, 1, 1, -1, 0, 0, -1, 2, 1]",-0.86822605,1.0682260513305664
harassing,-2.5,1.62788,"[-2, -4, -3, -4, -3, -3, 2, -2, -3, -3]",-3.5682702,1.068270206451416
denounces,-1.9,0.7,"[-1, -3, -2, -3, -2, -1, -2, -2, -2, -1]",-0.8315973,1.0684026718139648
opportunely,1.5,1.0247,"[1, 1, 4, 1, 2, 1, 1, 2, 2, 0]",0.43140268,1.0685973167419434
freestyles,0.3,0.64031,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 2]",1.3698235,1.0698234558105468
ruining,-1.0,1.94936,"[-3, -3, 0, -2, 1, -3, 2, -2, 2, -2]",-2.070558,1.0705580711364746
dead,-3.3,1.00499,"[-4, -4, -1, -4, -4, -3, -4, -2, -3, -4]",-2.2291608,1.070839214324951
shits,-2.1,1.22066,"[-3, 0, -3, 0, -2, -4, -2, -2, -2, -3]",-1.0290775,1.0709224700927735
sharing,1.8,0.6,"[2, 2, 1, 2, 2, 3, 1, 1, 2, 2]",0.7284126,1.071587371826172
radiants,1.2,0.6,"[2, 1, 0, 2, 1, 1, 1, 2, 1, 1]",2.271749,1.0717490196228028
scrumptious,2.1,1.22066,"[3, 3, 0, 3, 2, 3, 1, 3, 0, 3]",1.0267949,1.0732050895690919
burden,-1.9,0.53852,"[-2, -2, -1, -2, -3, -2, -1, -2, -2, -2]",-0.82672405,1.0732759475708007
mandatory,0.3,0.9,"[1, 0, -1, 0, -1, 0, 1, 2, 0, 1]",-0.77354765,1.073547649383545
sunnier,2.3,0.64031,"[3, 2, 3, 2, 3, 2, 2, 1, 3, 2]",1.2264323,1.0735676765441893
engage,1.4,0.8,"[1, 2, 3, 2, 1, 1, 0, 1, 2, 1]",0.32634783,1.073652172088623
safecrackings,-0.7,1.67631,"[-2, -1, -2, -4, 2, -1, -1, 0, 1, 1]",0.37368345,1.0736834526062011
apeshit,-0.9,2.21133,"[-4, -3, 2, -3, -2, -3, 1, 0, 2, 1]",0.1737976,1.073797607421875
sadly,-1.8,0.6,"[-2, -2, -2, -1, -2, -3, -2, -1, -1, -2]",-0.7259431,1.074056911468506
easiest,1.8,1.07703,"[2, 4, 1, 3, 2, 0, 2, 2, 1, 1]",0.72581005,1.0741899490356446
pissers,-1.4,2.00998,"[-1, -1, -4, -2, -3, 4, -2, -1, -2, -2]",-0.32566214,1.074337863922119
startle,-1.3,0.64031,"[-1, -1, -1, -1, -1, -2, -1, -1, -3, -1]",-0.22378302,1.076216983795166
maddening,-2.2,0.74833,"[-3, -3, -1, -1, -3, -2, -2, -3, -2, -2]",-1.1235728,1.0764271736145021
evils,-2.7,0.78102,"[-3, -2, -2, -4, -4, -2, -3, -2, -3, -2]",-1.6234918,1.0765082359313967
grander,1.7,0.9,"[3, 1, 1, 2, 2, 2, 0, 2, 3, 1]",0.6234851,1.0765149116516113
low,-1.1,0.53852,"[-1, -1, -1, -1, -1, -2, -1, -2, 0, -1]",-0.02342081,1.0765791893005372
loomed,-1.1,1.04403,"[-2, -2, -1, -1, -1, -1, 0, -1, -3, 1]",-0.023259163,1.076740837097168
egotistical,-0.9,1.57797,"[-1, -2, -2, -1, -2, 1, -3, 2, 1, -2]",-1.9768548,1.0768548011779786
crushed,-1.8,0.6,"[-2, -2, -2, -1, -2, -1, -1, -3, -2, -2]",-0.722816,1.077184009552002
shylocking,-1.5,1.11803,"[0, -2, -3, 0, -1, -3, -2, 0, -2, -2]",-0.4226737,1.0773262977600098
splendent,2.7,0.78102,"[3, 2, 1, 3, 2, 3, 4, 3, 3, 3]",1.6221209,1.0778791427612306
dream,1.0,1.18322,"[0, 1, 2, 0, 0, 3, 0, 3, 1, 0]",2.079267,1.0792670249938965
limitation,-1.2,0.6,"[-2, -1, 0, -1, -1, -2, -1, -2, -1, -1]",-0.12040138,1.079598617553711
rancidness,-2.6,0.91652,"[-3, -4, -2, -3, -4, -2, -3, -1, -2, -2]",-1.5196478,1.0803521633148194
opportune,1.7,0.78102,"[2, 2, 0, 1, 2, 3, 2, 2, 1, 2]",0.6191373,1.0808627128601074
likes,1.8,0.6,"[2, 2, 1, 2, 2, 2, 3, 1, 1, 2]",0.7190685,1.0809314727783204
intellectualizes,1.8,0.87178,"[2, 3, 2, 0, 2, 3, 2, 2, 1, 1]",0.7186389,1.0813611030578614
sweeties,2.1,0.9434,"[1, 2, 2, 3, 2, 1, 2, 4, 3, 1]",3.1817875,1.0817874908447265
divinest,2.7,0.78102,"[3, 4, 2, 4, 2, 2, 2, 3, 2, 3]",1.6174932,1.082506847381592
richening,1.0,1.34164,"[2, 2, 0, 0, -1, 1, 2, 3, -1, 2]",-0.08293009,1.082930088043213
franticness,-0.7,1.18743,"[-1, -2, 2, -1, -1, -1, 1, -2, -1, -1]",0.38316584,1.0831658363342285
determination,1.7,0.78102,"[2, 3, 1, 1, 1, 2, 1, 1, 2, 3]",0.61672544,1.0832745552062988
bereave,-2.1,1.13578,"[0, -2, -2, -3, -3, -4, -3, -2, -1, -1]",-1.0164504,1.0835495948791505
brutalities,-2.6,1.0198,"[-4, -2, -2, -4, -2, -4, -2, -3, -1, -2]",-1.5151765,1.0848234653472901
assurors,0.7,1.34536,"[2, -1, 0, 2, 0, -2, 2, 1, 1, 2]",-0.3855605,1.0855605125427246
forbidden,-1.8,0.74833,"[-1, -2, -2, -2, -1, -1, -3, -3, -2, -1]",-0.714437,1.0855629920959473
nastic,0.2,0.6,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-0.8856845,1.0856844902038574
nurtures,1.9,0.83066,"[2, 1, 3, 3, 3, 1, 2, 2, 1, 1]",0.8128867,1.0871132850646972
blamer,-2.1,0.83066,"[-2, -2, -1, -2, -3, -3, -3, -1, -1, -3]",-1.0124068,1.087593173980713
splendiferous,2.6,1.95959,"[4, 4, 3, -3, 3, 3, 4, 2, 3, 3]",1.512331,1.0876689910888673
appeasing,1.0,1.09545,"[1, 2, -1, 1, 2, 1, 2, 2, 1, -1]",-0.08768082,1.0876808166503906
swiftly,1.2,0.9798,"[0, 3, 1, 0, 1, 1, 1, 3, 1, 1]",0.11219978,1.0878002166748046
uglifies,-1.8,0.74833,"[-1, -1, -3, -2, -3, -1, -2, -2, -2, -1]",-0.7113428,1.0886571884155274
generously,1.8,0.74833,"[3, 3, 2, 1, 2, 1, 1, 2, 1, 2]",0.7112036,1.0887964248657227
fulfill,1.9,1.04403,"[1, 1, 2, 4, 1, 1, 2, 1, 3, 3]",0.81087303,1.089126968383789
satisfying,2.0,1.48324,"[2, 3, 2, 1, 3, 3, 3, 2, -2, 3]",3.0893984,1.0893983840942383
advantageously,1.9,0.53852,"[2, 2, 2, 3, 2, 2, 2, 1, 1, 2]",0.81048965,1.0895103454589843
acceptances,1.7,0.78102,"[3, 1, 1, 1, 2, 2, 1, 2, 3, 1]",0.61030674,1.089693260192871
brutalize,-2.9,0.7,"[-3, -4, -3, -3, -2, -2, -3, -4, -2, -3]",-1.8098152,1.0901848316192626
trustier,1.3,1.1,"[1, 1, 1, 2, 0, 0, 3, 0, 3, 2]",0.20969391,1.0903060913085938
perverted,-2.5,1.56525,"[-2, -4, -2, -4, -3, -4, 1, -2, -1, -4]",-1.4084339,1.0915660858154297
impolitenesses,-2.3,0.78102,"[-3, -2, -2, -1, -1, -3, -3, -2, -3, -3]",-1.2075071,1.092492866516113
assurer,0.9,1.13578,"[2, 1, 0, 1, -2, 2, 2, 1, 1, 1]",-0.19262981,1.0926298141479491
mistakable,-0.8,0.4,"[-1, -1, -1, -1, -1, -1, -1, 0, 0, -1]",0.29271603,1.0927160263061524
adversary,-0.8,1.72047,"[-3, -1, -2, -2, -2, 2, 1, -1, 2, -2]",0.29276276,1.0927627563476563
favours,1.8,0.6,"[3, 2, 1, 2, 1, 2, 2, 1, 2, 2]",0.7070222,1.092977809906006
degradation,-2.4,1.0198,"[-4, -3, -3, -3, -3, -2, -2, -2, 0, -2]",-1.3064742,1.0935257911682128
determinately,1.2,0.6,"[1, 2, 0, 1, 1, 1, 2, 1, 2, 1]",0.10630894,1.093691062927246
humiliated,-1.4,2.498,"[3, -3, -4, -3, -3, -4, -3, 0, 1, 2]",-2.4939194,1.0939193725585938
positives,2.4,0.4899,"[3, 3, 2, 2, 2, 2, 3, 2, 3, 2]",1.306026,1.0939740180969237
innovate,2.2,0.74833,"[2, 4, 3, 2, 2, 1, 2, 2, 2, 2]",1.105751,1.094248962402344
respectabilities,1.8,0.4,"[2, 2, 2, 1, 2, 2, 2, 1, 2, 2]",0.7056651,1.094334888458252
abusing,-2.0,1.41421,"[-1, -2, -2, -4, -4, -2, -3, -1, 1, -2]",-3.0946038,1.0946037769317627
ratified,0.6,0.4899,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1]",-0.4946413,1.0946413040161134
outreach,1.1,0.7,"[2, 1, 0, 0, 2, 1, 1, 1, 2, 1]",0.004813671,1.0951863288879395
actively,1.3,0.78102,"[0, 1, 0, 2, 2, 1, 1, 2, 2, 2]",0.20469141,1.0953085899353028
lamebrains,-1.2,1.46969,"[-2, -1, -3, -1, 2, -2, 1, -2, -2, -2]",-0.10461378,1.0953862190246582
kill,-3.7,0.45826,"[-4, -4, -4, -4, -3, -4, -4, -4, -3, -3]",-2.6045122,1.0954877853393556
entertainment,1.8,0.9798,"[2, 0, 4, 2, 2, 1, 2, 2, 1, 2]",0.70338917,1.0966108322143555
feudalizes,-0.1,0.53852,"[0, 0, -1, 0, -1, 0, 0, 0, 1, 0]",-1.1967826,1.0967825889587401
conciliate,1.0,1.18322,"[2, 1, 1, 0, 2, 2, -2, 2, 1, 1]",-0.097819805,1.0978198051452637
outstanding,3.0,0.89443,"[3, 1, 3, 3, 4, 4, 2, 3, 4, 3]",1.9017625,1.0982375144958496
survivor,1.5,1.0247,"[1, 3, 2, 3, 1, 0, 0, 1, 2, 2]",0.40139484,1.0986051559448242
conciliates,1.1,0.9434,"[1, 3, 0, 0, 2, 0, 2, 1, 1, 1]",0.0013012886,1.0986987113952638
securement,1.1,0.7,"[0, 2, 1, 1, 1, 0, 2, 2, 1, 1]",0.0011963844,1.0988036155700684
fantasticalness,1.3,1.9,"[2, 3, -3, 0, 3, 2, 2, 3, -1, 2]",2.3995714,1.099571418762207
steal,-2.2,0.6,"[-2, -2, -2, -3, -3, -3, -1, -2, -2, -2]",-1.1003423,1.099657726287842
jaded,-1.6,0.66332,"[-1, -1, -1, -2, -2, -1, -2, -2, -1, -3]",-0.49905252,1.1009474754333497
doubtlessness,0.8,0.9798,"[2, 1, 2, 0, 0, 0, 2, -1, 1, 1]",-0.3010826,1.1010826110839844
harmonica,0.6,0.8,"[0, 1, 0, 0, 0, 2, 1, 0, 2, 0]",1.7011518,1.1011518478393554
goddam,-2.5,1.28452,"[0, -3, -3, -4, -3, -1, -4, -1, -3, -3]",-1.3987708,1.101229190826416
unsatisfied,-1.7,0.64031,"[-2, -1, -2, -1, -1, -2, -3, -1, -2, -2]",-2.8013418,1.1013417720794678
entertainer,1.6,1.2,"[1, 4, 2, 2, 0, 0, 1, 3, 1, 2]",0.49854374,1.1014562606811524
graveness,-1.5,0.67082,"[-1, -2, -2, -3, -2, -1, -1, -1, -1, -1]",-0.39797783,1.1020221710205078
comedically,2.1,0.7,"[3, 2, 2, 1, 2, 3, 3, 2, 1, 2]",0.99749947,1.1025005340576173
louses,-1.3,0.78102,"[-2, -1, -2, -1, -1, 0, -2, 0, -2, -2]",-0.19690657,1.103093433380127
